"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Angola","AGO","Expenditure on tertiary as % of government expenditure on education (%)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.28359985351563","8.70121955871582","","","","","","","","","","",
"Angola","AGO","Government expenditure per tertiary student as % of GDP per capita (%)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2892074584961","75.5895004272461","","","","","","","","","","",
"Angola","AGO","Expenditure on secondary as % of government expenditure on education (%)","SE.XPD.SECO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2176399230957","42.4243087768555","","","","","","","","","","",
"Angola","AGO","Government expenditure per student, secondary (% of GDP per capita)","SE.XPD.SECO.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Expenditure on primary as % of government expenditure on education (%)","SE.XPD.PRIM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4987602233887","31.4335098266602","","","","","","","","","","",
"Angola","AGO","Government expenditure per student, primary (% of GDP per capita)","SE.XPD.PRIM.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","All education staff compensation, total (% of total expenditure in public institutions)","SE.XPD.MTOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.MTER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","All education staff compensation, secondary (% of total expenditure in secondary public institutions)","SE.XPD.MSEC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","All education staff compensation, primary (% of total expenditure in primary public institutions)","SE.XPD.MPRM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.6223907470703","","","","","","","","","","",
"Angola","AGO","Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.6503677368164","","","","","","","","","","",
"Angola","AGO","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.CTER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1140365600586","","","","","","","","","","",
"Angola","AGO","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","SE.XPD.CSEC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7792205810547","","","","","","","","","","",
"Angola","AGO","Current education expenditure, primary (% of total expenditure in primary public institutions)","SE.XPD.CPRM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2471008300781","","","","","","","","","","",
"Angola","AGO","Tertiary education, academic staff (% female)","SE.TER.TCHR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3517608642578","20.4131202697754","","20.4669303894043","","","","","","","","","38.0261993408203","","","","","",
"Angola","AGO","School enrollment, tertiary, male (% gross)","SE.TER.ENRR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.955799996852875","","","","","","","","0.708829998970032","0.669799983501434","","","0.964339971542358","","","","","","","","","10.1808795928955","","11.027979850769","","","",
"Angola","AGO","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18571999669075","","","","","","","","0.488480001688004","0.423519998788834","","","0.631139993667603","","","","","","","","","3.77020001411438","","8.8361701965332","","","",
"Angola","AGO","Gross enrolment ratio, tertiary, both sexes (%)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.565559983253479","0.54654997587204","0.568279981613159","0.572730004787445","0.535279989242554","","","","","","0.598010003566742","0.545960009098053","","","0.796679973602295","2.95167994499207","2.21985006332397","2.74878001213074","2.69178009033203","","","","","6.94609022140503","","9.92356967926025","","","",
"Angola","AGO","Pupil-teacher ratio, tertiary","SE.TER.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0893497467041","8.96471977233887","8.53396987915039","6.62677001953125","8.04446983337402","","","","","","10.7435598373413","9.85552978515625","","","9.77898979187012","","","","37.8647003173828","","","","","18.1607494354248","","","","","",
"Angola","AGO","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","SE.TER.CUAT.ST.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","SE.TER.CUAT.ST.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","22.4233703613281","","","","","","","","","","","","","","","","","","","","","","","","","","18.6884593963623","19.3800296783447","17.1950798034668","","","","","","",
"Angola","AGO","Adolescents out of school, male (% of male lower secondary school age)","SE.SEC.UNER.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","15.6321601867676","","","","","","","","","","","","","","","","","","","","","","","","","","9.72297954559326","10.4209098815918","6.31985998153687","","","","","","",
"Angola","AGO","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","29.1401195526123","","","","","","","","","","","","","","","","","","","","","","","","","","27.5873203277588","28.2970504760742","28.0484104156494","","","","","","",
"Angola","AGO","Secondary education, teachers (% female)","SE.SEC.TCHR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5170707702637","32.5165710449219","30.0721607208252","30.0165004730225","","","","","","","","","","","","","","","",
"Angola","AGO","Teachers in secondary education, female (number)","SE.SEC.TCHR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5348","5668","6549","","","","","","","","","","","","","","","",
"Angola","AGO","Teachers in secondary education, both sexes (number)","SE.SEC.TCHR","","","","","","","","","","","","3814","3987","4723","","","","","","","","","","","","","","","","","","","","","","","","","","16447","18848","21818","","","","","","","","","","32279","","","","","",
"Angola","AGO","Percentage of teachers in secondary education who are trained, both sexes (%)","SE.SEC.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in upper secondary education (% of total teachers)","SE.SEC.TCAQ.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in upper secondary education, male (% of male teachers)","SE.SEC.TCAQ.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in upper secondary education, female (% of female teachers)","SE.SEC.TCAQ.UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Percentage of male teachers in secondary education who are trained, male (%)","SE.SEC.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in lower secondary education (% of total teachers)","SE.SEC.TCAQ.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in lower secondary education, male (% of male teachers)","SE.SEC.TCAQ.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Trained teachers in lower secondary education, female (% of female teachers)","SE.SEC.TCAQ.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Percentage of female teachers in secondary education who are trained, female (%)","SE.SEC.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Effective transition rate from primary to lower secondary general education, both sexes (%)","SE.SEC.PROG.ZS","","","","","","","","","","","","","","","","","","","","","","","64.2778930664063","","","","","","","","","","","","","","","","","","","","","","","","","","40.8185005187988","","52.4816703796387","","","","","","",
"Angola","AGO","Progression to secondary school, male (%)","SE.SEC.PROG.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7739295959473","","","","","","","","",
"Angola","AGO","Progression to secondary school, female (%)","SE.SEC.PROG.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3557510375977","","","","","","","","",
"Angola","AGO","Percentage of enrolment in secondary education in private institutions (%)","SE.SEC.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1479396820068","","","","","","","","","","10.9293098449707","10.2276096343994","10.5841903686523","10.9795503616333","","","","","",
"Angola","AGO","School enrollment, secondary, male (% net)","SE.SEC.NENR.MA","","","","","","","","","","","","","4.59626007080078","","","","","","","","","","7.58562994003296","","","","","","","","","","","","","","","","","","","","","","","","","","10.7650499343872","11.2231798171997","13.6636600494385","","","","","","",
"Angola","AGO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","3.8377799987793","","","","","","","","","","4.0460901260376","","","","","","","","","","","","","","","","","","","","","","","","","","9.49724006652832","9.99415016174316","11.0941600799561","","","","","","",
"Angola","AGO","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","4.21336984634399","","","","","","","","","","5.80630016326904","","","","","","","","","","","","","","","","","","","","","","","","","","10.1276998519897","10.6060304641724","12.3750600814819","","","","","","",
"Angola","AGO","School enrollment, secondary, male (% gross)","SE.SEC.ENRR.MA","","","","","","","","","","","","7.34159994125366","8.23034954071045","","","","","","","","","","14.9853296279907","13.485710144043","","","","","","","","","","","","","","","13.5212802886963","13.7136898040771","15.1773996353149","17.5267391204834","18.4057693481445","","","","","","26.6460304260254","28.3431396484375","34.1809883117676","35.081298828125","","","","","",
"Angola","AGO","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","5.14949989318848","5.96813011169434","","","","","","","","","","7.18946981430054","6.6415901184082","","","","","","","","","","","","","","","10.5551595687866","10.359299659729","12.4024696350098","13.6515102386475","15.2349195480347","","","","","","20.4966602325439","21.670389175415","23.4139099121094","22.7414398193359","","","","","",
"Angola","AGO","Gross enrolment ratio, secondary, both sexes (%)","SE.SEC.ENRR","","","","","","","","","","","","6.23418998718262","7.08835983276367","8.12508964538574","","","","","9.50990009307861","","12.1899499893188","15.6687498092651","11.0663499832153","10.0453901290894","12.5028896331787","10.7418699264526","12.2790899276733","11.9380798339844","10.0797395706177","11.1814002990723","10.3700199127197","11.0046501159668","12.4260396957397","","","","","","12.0281200408936","12.0243301391602","13.7794504165649","15.5735902786255","16.8075695037842","","","","","","23.5545902252197","24.9924507141113","28.7813091278076","28.8987197875977","","","","","",
"Angola","AGO","Percentage of students in secondary vocational education who are female (%)","SE.SEC.ENRL.VO.FE.ZS","","","","","","","","","","","","36.0600204467773","38.5363388061523","","","","","","","","","","26.0852909088135","21.8130302429199","","","","","","","","","","","","","","","30.486759185791","27.3592700958252","39.2670097351074","38.9508781433105","41.6600112915039","","","","","","36.3591690063477","36.9276390075684","33.4317283630371","32.7150802612305","","","","","",
"Angola","AGO","Enrolment in secondary vocational, both sexes (number)","SE.SEC.ENRL.VO","","","","","","","","","","","","13863","15632","20123","","","","","","","3009","4798","5206","7060","6866","7147","8745","9774","10662","12194","15899","20624","22888","","","","","","","58196","70260","76540","95096","","","","","","252481","302868","362805","400265","","","","","",
"Angola","AGO","Pupil-teacher ratio, upper secondary","SE.SEC.ENRL.UP.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9285697937012","","","","","","","","","","","","","20.5058097839355","","","","","",
"Angola","AGO","Pupil-teacher ratio in secondary education (headcount basis)","SE.SEC.ENRL.TC.ZS","","","","","","","","","","","","15.1623001098633","16.8623008728027","16.7383003234863","","","","","","","","","","","","","","","","","","","","","","","","","18.2694301605225","18.2695903778076","18.8340396881104","18.9611797332764","","","","","","","","","","27.4166507720947","","","","","",
"Angola","AGO","Pupil-teacher ratio, lower secondary","SE.SEC.ENRL.LO.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7103004455566","","","","","","","","","","","","36.8584785461426","33.2711906433105","","","","","",
"Angola","AGO","Percentage of students in secondary general education who are female (%)","SE.SEC.ENRL.GC.FE.ZS","","","","","","","","","","","","43.5154418945313","43.7051811218262","","","","","","","","","","32.9132499694824","33.8800888061523","","","39.491081237793","40.9733200073242","42.3339614868164","38.8638916015625","38.330638885498","","","","","","","","46.6289901733398","47.2391891479492","46.84326171875","45.367561340332","46.7309608459473","47.9273414611816","","","52.4556884765625","52.5299110412598","48.4829788208008","48.443790435791","46.2788887023926","44.9703598022461","","","","","",
"Angola","AGO","Enrolment in secondary general, both sexes (number)","SE.SEC.ENRL.GC","","","","","","","","","","","","43966","51598","58932","71815","","","","","113327","140547","185904","134578","124858","163679","144612","170165","169564","145538","166674","155257","166812","196099","","","","","","","242284","284724","337155","366729","360986","","","339172","358609","393699","408364","487529","484717","","","","","",
"Angola","AGO","Secondary education, pupils (% female)","SE.SEC.ENRL.FE.ZS","","","","","","","","","","","","41.728199005127","42.5033493041992","","","","","","","","","","32.6589584350586","33.2342796325684","","","","","","","","","","","","","","","44.1756782531738","43.3889083862305","45.3437309265137","44.1803703308105","45.6867904663086","","","","","","43.7458610534668","43.5397987365723","40.7975006103516","39.4274711608887","","","","","",
"Angola","AGO","Enrolment in secondary education, both sexes (number)","SE.SEC.ENRL","","","","","","","","","","","","57829","67230","79055","","","","","105368","","143556","190702","139784","131918","170545","151759","178910","179338","156200","178868","171156","187436","218987","","","","","","","300480","354984","413695","461825","","","","","","646180","711232","850334","884982","","","","","",
"Angola","AGO","Theoretical duration of secondary education (years)","SE.SEC.DURS","","","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","",
"Angola","AGO","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","2.63895010948181","","","","","","","","","","","","","","","","","","","","","","","","","","19.1878604888916","19.3937492370605","","22.5176105499268","","","","","",
"Angola","AGO","Lower secondary completion rate, male (% of relevant age group)","SE.SEC.CMPT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3928909301758","23.5916404724121","","26.7052307128906","","","","","",
"Angola","AGO","Lower secondary completion rate, female (% of relevant age group)","SE.SEC.CMPT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9849395751953","15.2276000976563","","18.3399391174316","","","","","",
"Angola","AGO","Official entrance age to lower secondary education (years)","SE.SEC.AGES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","12","12","12","12","12","12","12","12","12","",
"Angola","AGO","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","52.1556282043457","55.4917907714844","","","","","","","","","","","","","","","50.3194313049316","","","","","","","","","","19.8008995056152","20.3091602325439","18.6605606079102","15.9876899719238","","","","","",
"Angola","AGO","Children out of school, male (% of male primary school age)","SE.PRM.UNER.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","50.3022193908691","53.0332908630371","","","","","","","","","","","","","","","46.4596786499023","","","","","","","","","","15.0245599746704","15.1445999145508","11.5893402099609","5.07143020629883","","","","","",
"Angola","AGO","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","259983","286034","","","","","","","","","","","","","","","394708","","","","","","","","","","264114","276094","218555","99258","","","","","",
"Angola","AGO","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","53.990650177002","57.9283103942871","","","","","","","","","","","","","","","54.1191101074219","","","","","","","","","","24.5883808135986","25.4908103942871","25.7586994171143","26.9526805877686","","","","","",
"Angola","AGO","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","281842","315254","","","","","","","","","","","","","","","467049","","","","","","","","","","431230","463178","483922","525174","","","","","",
"Angola","AGO","Out-of-school children of primary school age, both sexes (number)","SE.PRM.UNER","","","","","","","","","","","","","","","","","","","","","","","541825","601288","","","","","","","","","","","","","","","861757","","","","","","","","","","695344","739272","702477","624432","","","","","",
"Angola","AGO","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","","","","","","","","","","","","","49.6977806091309","46.9667091369629","","","","","","","","","","","","","","","53.5403213500977","","","","","","","","","","84.9754409790039","84.8554000854492","88.4106597900391","94.9285736083984","","","","","",
"Angola","AGO","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","46.009349822998","42.0716896057129","","","","","","","","","","","","","","","45.8808898925781","","","","","","","","","","75.41162109375","74.5091934204102","74.2413024902344","73.0473175048828","","","","","",
"Angola","AGO","Adjusted net enrolment rate, primary, both sexes (%)","SE.PRM.TENR","","","","","","","","","","","","","","","","","","","","","","","47.8443717956543","44.5082092285156","","","","","","","","","","","","","","","49.6805686950684","","","","","","","","","","80.1990966796875","79.6908416748047","81.3394393920898","84.0123062133789","","","","","",
"Angola","AGO","Primary education, teachers (% female)","SE.PRM.TCHR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4742393493652","","","","","","","","","40.0004615783691","","","","36.8125686645508","","","","","",
"Angola","AGO","Teachers in primary education, both sexes (number)","SE.PRM.TCHR","","","","","","","","","","","","9786","11343","12622","17831","","","","","","","","40027","32004","33521","29191","31161","30310","31658","31953","","31062","36402","","","","","","31878","","","","","","","","","86769","","","93734","118158","","","","","",
"Angola","AGO","Percentage of teachers in primary education who are trained, both sexes (%)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4864196777344","","","","","",
"Angola","AGO","Percentage of male teachers in primary education who are trained, male (%)","SE.PRM.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1762008666992","","","","","",
"Angola","AGO","Percentage of female teachers in primary education who are trained, female (%)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4518203735352","","","","","",
"Angola","AGO","Percentage of repeaters in primary education, all grades, both sexes (%)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","29.1582908630371","35.990478515625","","","","","","","","","","","","","","","","","","","","","","","","","","9.53783988952637","11.0893802642822","10.8463697433472","10.2973804473877","","","","","",
"Angola","AGO","Percentage of repeaters in primary education, all grades, male (%)","SE.PRM.REPT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3978099822998","10.6004695892334","10.1626195907593","8.62112045288086","","","","","",
"Angola","AGO","Percentage of repeaters in primary education, all grades, female (%)","SE.PRM.REPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7014102935791","11.6669797897339","11.6909503936768","12.9289302825928","","","","","",
"Angola","AGO","Survival rate to the last grade of primary education, both sexes (%)","SE.PRM.PRSL.ZS","","","","","","","","","","","","","","","","","","","","","","28.3652191162109","27.8480796813965","","","","","","","","","46.2537994384766","","","","","","","","","","","","","","","","","27.5904197692871","31.8728504180908","","","","","","","",
"Angola","AGO","Survival rate to the last grade of primary education, male (%)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2080898284912","36.5502700805664","","","","","","","",
"Angola","AGO","Survival rate to the last grade of primary education, female (%)","SE.PRM.PRSL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7305793762207","26.8638496398926","","","","","","","",
"Angola","AGO","Survival rate to Grade 5 of primary education, both sexes (%)","SE.PRM.PRS5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1021499633789","44.7980918884277","","","","","","","",
"Angola","AGO","Persistence to grade 5, male (% of cohort)","SE.PRM.PRS5.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3192901611328","52.5759696960449","","","","","","","",
"Angola","AGO","Persistence to grade 5, female (% of cohort)","SE.PRM.PRS5.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3558311462402","36.5802001953125","","","","","","","",
"Angola","AGO","Percentage of enrolment in primary education in private institutions (%)","SE.PRM.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","5.22377014160156","","","","","","","","","0","1.99437999725342","1.93709003925323","1.94600999355316","3.0025999546051","","","","","",
"Angola","AGO","Over-age students, primary (% of enrollment)","SE.PRM.OENR.ZS","","","","","","","","","","","","","","","","","","","","","","","60.3976783752441","58.8847007751465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
